method_name,regular_summary,bpe_summary,original_code,docstring,human_score
FileSystemWatcher.addSourceFolders,�÷�����������Ҫ���ӵ�Դ�ļ��С��ڵ��ø÷���ʱ�������ȼ�鴫����ļ��м����Ƿ�Ϊ�ա�Ȼ�󣬸÷�����ͬ���������Ŀ��ڵ����ؽ�ÿ���ļ������ӵ������б��С���ע�⣬�˷����ڼ�������ʼ���ܱ����á�,����Ҫ���ӵ�Դ�ļ��У�ÿ���ļ�����ͬ�����б�������,"public void addSourceFolders(Iterable<File> folders) {
		Assert.notNull(folders, ""Folders must not be null"");
		synchronized (this.monitor) {
			for (File folder : folders) {
				addSourceFolder(folder);
			}
		}
	}","Add source folders to monitor. Cannot be called after the watcher has been
{@link #start() started}.
@param folders the folders to monitor",1
MaxEntModel.predict,�÷�������һ�������������ַ����ļ��ϣ�������ת��Ϊ�ַ�������󣬵�����һ�����ص� predict ����������Ԥ�����ɷֲ���,�������ļ���ת��Ϊ�ַ������鲢�������� predict ����,"public final List<Pair<String, Double>> predict(Collection<String> context)
    {
        return predict(context.toArray(new String[0]));
    }","Ԥ��ֲ�

@param context
@return",1
AbstractLoggingSystem.getSpringConfigLocations,�÷������ص�ǰϵͳ��Spring�����ļ�·�������ͨ��getStandardConfigLocations()��ȡ��׼������·����Ȼ���ÿ��·�����д����������׺�滻Ϊ"-spring."��ʽ�������޸ĺ��·�����顣,��ȡ���޸�Spring�����ļ�·��,"protected String[] getSpringConfigLocations() {
		String[] locations = getStandardConfigLocations();
		for (int i = 0; i < locations.length; i++) {
			String extension = StringUtils.getFilenameExtension(locations[i]);
			locations[i] = locations[i].substring(0,
					locations[i].length() - extension.length() - 1) + ""-spring.""
					+ extension;
		}
		return locations;
	}","Return the spring config locations for this system. By default this method returns
a set of locations based on {@link #getStandardConfigLocations()}.
@return the spring config locations
@see #getSpringInitializationConfig()",2
SpringApplication.run,SpringApplication.run������һ����̬�������������ڴ�ָ������ҪԴ����SpringӦ�ó��򡣸÷���ʹ��Ĭ����������Ӧ�ó���ͨ������Ҫ���ص���ҪԴ���Ӧ�ó���������飬����һ��ConfigurableApplicationContextʵ���������������е�Ӧ�ó��򻷾�������ʵ���У��÷�����������һ�����ذ汾��run������������ҪԴ���װΪ���鴫�ݸ��÷�����,����SpringӦ�ó��򲢷����������ģ�ʹ��Ĭ�����á�,"public static ConfigurableApplicationContext run(Class<?> primarySource,
			String... args) {
		return run(new Class<?>[] { primarySource }, args);
	}","Static helper that can be used to run a {@link SpringApplication} from the
specified source using default settings.
@param primarySource the primary source to load
@param args the application arguments (usually passed from a Java main method)
@return the running {@link ApplicationContext}",2
AbstractFilterRegistrationBean.setUrlPatterns,���ù�������ע���URLģʽ���滻֮ǰָ����URLģʽ���������ȼ�鴫���urlPatterns�����Ƿ�Ϊnull��Ȼ����ת��ΪLinkedHashSet���Ƴ��ظ�������˳��,���ù�������URLģʽ���ϣ��滻����ģʽ��,"public void setUrlPatterns(Collection<String> urlPatterns) {
		Assert.notNull(urlPatterns, ""UrlPatterns must not be null"");
		this.urlPatterns = new LinkedHashSet<>(urlPatterns);
	}","Set the URL patterns that the filter will be registered against. This will replace
any previously specified URL patterns.
@param urlPatterns the URL patterns
@see #setServletRegistrationBeans
@see #setServletNames",2
InfoPropertiesInfoContributor.copyIfSet,�÷������ڼ������ļ��Ƿ��ڵ�ǰ��������ֵ������ü���ֵ�����Ҳ�Ϊ�գ��򽫴˼���ֵ������Ŀ�����Զ����С���ͨ���ӵ�ǰ���Զ����л�ȡ����ֵ��ʹ��StringUtils.hasText�������ֵ�Ƿ�Ϊ�գ�Ȼ�󽫼�ֵ�Է���Ŀ�����Զ���,���������ķǿ�ֵ���Ƶ�Ŀ�����Զ�����,"protected void copyIfSet(Properties target, String key) {
		String value = this.properties.get(key);
		if (StringUtils.hasText(value)) {
			target.put(key, value);
		}
	}","Copy the specified key to the target {@link Properties} if it is set.
@param target the target properties to update
@param key the key",2
CustomDictionary.remove,�÷������ڴ�CustomDictionary���Ƴ�ָ���ĵ��ʡ����ȣ�����Ƿ����ñ�׼�����ã�������ã��򽫵��ʽ����ַ�ת����Ȼ�󣬼��trie�����Ƿ�Ϊ�ա����trie��Ϊ�գ�������Ƴ�ָ���ĵ��ʡ���Ҫע����ǣ�ɾ�������Ƕ�̬�ģ�����־û����ʵ��ļ���,�Ƴ�ָ���ĵ��ʣ���̬�������ᱣ�浽�ļ�,"public static void remove(String key)
    {
        if (HanLP.Config.Normalization) key = CharTable.convert(key);
        if (trie == null) return;
        trie.remove(key);
    }","ɾ������<br>
��̬��ɾ����־û����ʵ��ļ�

@param key",1
ProjectGenerationRequest.generateUrl,�÷�������������Ŀ���ɵ�URI�����ȣ�ʹ�ø�����serviceUrl��ʼ��һ��URIBuilder���󣬽���ͨ��determineProjectType����ȷ����Ŀ���ͣ���������ID�Ͳ���·����Ȼ�󣬼�鲢��������ĸ��ֲ�������dependencies��groupId��artifactId�ȣ���URI�С��������ɲ����ع����õ�URI���������URISyntaxException�����׳�ReportableException�쳣��,������Ŀ���ɵ�URI��������Ŀ���ͺͲ���,"URI generateUrl(InitializrServiceMetadata metadata) {
		try {
			URIBuilder builder = new URIBuilder(this.serviceUrl);
			StringBuilder sb = new StringBuilder();
			if (builder.getPath() != null) {
				sb.append(builder.getPath());
			}

			ProjectType projectType = determineProjectType(metadata);
			this.type = projectType.getId();
			sb.append(projectType.getAction());
			builder.setPath(sb.toString());

			if (!this.dependencies.isEmpty()) {
				builder.setParameter(""dependencies"",
						StringUtils.collectionToCommaDelimitedString(this.dependencies));
			}

			if (this.groupId != null) {
				builder.setParameter(""groupId"", this.groupId);
			}
			String resolvedArtifactId = resolveArtifactId();
			if (resolvedArtifactId != null) {
				builder.setParameter(""artifactId"", resolvedArtifactId);
			}
			if (this.version != null) {
				builder.setParameter(""version"", this.version);
			}
			if (this.name != null) {
				builder.setParameter(""name"", this.name);
			}
			if (this.description != null) {
				builder.setParameter(""description"", this.description);
			}
			if (this.packageName != null) {
				builder.setParameter(""packageName"", this.packageName);
			}
			if (this.type != null) {
				builder.setParameter(""type"", projectType.getId());
			}
			if (this.packaging != null) {
				builder.setParameter(""packaging"", this.packaging);
			}
			if (this.javaVersion != null) {
				builder.setParameter(""javaVersion"", this.javaVersion);
			}
			if (this.language != null) {
				builder.setParameter(""language"", this.language);
			}
			if (this.bootVersion != null) {
				builder.setParameter(""bootVersion"", this.bootVersion);
			}

			return builder.build();
		}
		catch (URISyntaxException ex) {
			throw new ReportableException(
					""Invalid service URL ("" + ex.getMessage() + "")"");
		}
	}","Generates the URI to use to generate a project represented by this request.
@param metadata the metadata that describes the service
@return the project generation URI",2
CRFSegment.resizeArray,�÷���ͨ������һ���µ����鲢ʹ��`System.arraycopy`����ԭ����Ԫ���������ַ�����ά����Ĵ�С��������������鳤���������Ĵ�С��ͬ���򷵻�ԭ���顣���򣬴���һ�������飬��СΪ����ָ����`size`������ԭ�����е�Ԫ�ظ��Ƶ�����������У�Ȼ�󷵻������顣,�����ַ�����ά����Ĵ�С������������,"private static String[][] resizeArray(String[][] array, int size)
    {
        if (array.length == size) return array;
        String[][] nArray = new String[size][];
        System.arraycopy(array, 0, nArray, 0, size);
        return nArray;
    }","������ʣ�ԭ�ӷִʿ��ܻᵼ�±����ԭ���Ķ�

@param array
@param size
@return",2
FileUtils.removeDuplicatesFromOutputDirectory,�÷������ڴ����Ŀ¼��ɾ����ԴĿ¼���ظ����ڵ��ļ���ͨ���ݹ�ɨ��ԴĿ¼������ÿһ����⵽�����Ŀ¼���ļ�ͬ�����ļ����������һ����д���ļ��Ҳ���Ŀ¼����������Ŀ¼��ɾ����,�����Ŀ¼ɾ����ԴĿ¼���Ѵ��ڵ��ظ��ļ�,"public static void removeDuplicatesFromOutputDirectory(File outputDirectory,
			File originDirectory) {
		if (originDirectory.isDirectory()) {
			for (String name : originDirectory.list()) {
				File targetFile = new File(outputDirectory, name);
				if (targetFile.exists() && targetFile.canWrite()) {
					if (!targetFile.isDirectory()) {
						targetFile.delete();
					}
					else {
						FileUtils.removeDuplicatesFromOutputDirectory(targetFile,
								new File(originDirectory, name));
					}
				}
			}
		}
	}","Utility to remove duplicate files from an ""output"" directory if they already exist
in an ""origin"". Recursively scans the origin directory looking for files (not
directories) that exist in both places and deleting the copy.
@param outputDirectory the output directory
@param originDirectory the origin directory",2
HealthEndpoint.healthForComponentInstance,�÷�������ָ������������ض�ʵ���Ľ���״̬��������������CompositeHealthIndicator���ʵ�������ڣ��򷵻�null������ͨ���Ӵ��ݵ�healthIndicator�����л�ȡǶ�׽���ָ�꣬Ȼ���ȡʵ����Ƕ�׽���ָ�꣬������ڣ��������health()�������ؽ���״̬��,��ȡ���ʵ���Ľ���״̬�����ʵ���������򷵻�null��,"@ReadOperation
	public Health healthForComponentInstance(@Selector String component,
			@Selector String instance) {
		HealthIndicator indicator = getNestedHealthIndicator(this.healthIndicator,
				component);
		HealthIndicator nestedIndicator = getNestedHealthIndicator(indicator, instance);
		return (nestedIndicator != null) ? nestedIndicator.health() : null;
	}","Return the {@link Health} of a particular {@code instance} managed by the specified
{@code component} or {@code null} if that particular component is not a
{@link CompositeHealthIndicator} or if such instance does not exist.
@param component the name of a particular {@link CompositeHealthIndicator}
@param instance the name of an instance managed by that component
@return the {@link Health} for the component instance of {@code null}",2
Cluster.remove_document,"This method attempts to remove the specified document from a cluster. It iterates over the list of documents and if it finds a document that equals the provided Document object, it recursively calls itself with the document as the parameter. However, the current implementation might lead to infinite recursion if the document is found.","Attempts to remove specified document from cluster, potentially causing infinite recursion.","void remove_document(Document doc)
    {
        for (Document<K> document : documents_)
        {
            if (document.equals(doc))
            {
                remove_document(doc);
                return;
            }
        }
    }","Remove a document from this cluster.

@param doc the pointer of a document object",2
BinTrie.keySet,�÷���`keySet`���ص�ǰBinTrie�������м��ļ��ϡ�ʹ��TreeSet�洢����ȷ��������Ȼ˳�����򡣷���ͨ������entrySet���ϣ���ÿ����Ŀ�ļ����ӵ�TreeSet�У����շ��ظ�TreeSet��,�������м������򼯺�,"public Set<String> keySet()
    {
        TreeSet<String> keySet = new TreeSet<String>();
        for (Map.Entry<String, V> entry : entrySet())
        {
            keySet.add(entry.getKey());
        }

        return keySet;
    }","������
@return",2
ClusterAnalyzer.evaluate,�÷����������������㷨�����ܡ����ȼ��������ļ���·���Ƿ���Ч��Ȼ���ʼ��һ��ClusterAnalyzer���󡣱�����Ŀ¼�µ�ÿ���ļ��У���ȡ�ļ����ݲ��������ӵ��������С�������ĵ����غ󣬸���ָ�����㷨��KMeans��Repeated Bisection�����о��ࡣ����ÿ������F1�����������շ��ؼ�Ȩƽ��F1������,���������㷨����ȡ�ļ��У������ĵ������о������F1������,"public static double evaluate(String folderPath, String algorithm)
    {
        if (folderPath == null) throw new IllegalArgumentException(""���� folderPath == null"");
        File root = new File(folderPath);
        if (!root.exists()) throw new IllegalArgumentException(String.format(""Ŀ¼ %s ������"", root.getAbsolutePath()));
        if (!root.isDirectory())
            throw new IllegalArgumentException(String.format(""Ŀ¼ %s ����һ��Ŀ¼"", root.getAbsolutePath()));

        ClusterAnalyzer<String> analyzer = new ClusterAnalyzer<String>();
        File[] folders = root.listFiles();
        if (folders == null) return 1.;
        logger.start(""��Ŀ¼:%s\n������...\n"", folderPath);
        int docSize = 0;
        int[] ni = new int[folders.length];
        String[] cat = new String[folders.length];
        int offset = 0;
        for (File folder : folders)
        {
            if (folder.isFile()) continue;
            File[] files = folder.listFiles();
            if (files == null) continue;
            String category = folder.getName();
            cat[offset] = category;
            logger.out(""[%s]..."", category);
            int b = 0;
            int e = files.length;

            int logEvery = (int) Math.ceil((e - b) / 10000f);
            for (int i = b; i < e; i++)
            {
                analyzer.addDocument(folder.getName() + "" "" + files[i].getName(), IOUtil.readTxt(files[i].getAbsolutePath()));
                if (i % logEvery == 0)
                {
                    logger.out(""%c[%s]...%.2f%%"", 13, category, MathUtility.percentage(i - b + 1, e - b));
                }
                ++docSize;
                ++ni[offset];
            }
            logger.out("" %d ƪ�ĵ�\n"", e - b);
            ++offset;
        }
        logger.finish("" ������ %d ����Ŀ,�� %d ƪ�ĵ�\n"", folders.length, docSize);
        logger.start(algorithm + ""������..."");
        List<Set<String>> clusterList = algorithm.replaceAll(""[-\\s]"", """").toLowerCase().equals(""kmeans"") ?
            analyzer.kmeans(ni.length) : analyzer.repeatedBisection(ni.length);
        logger.finish("" ��ϡ�\n"");
        double[] fi = new double[ni.length];
        for (int i = 0; i < ni.length; i++)
        {
            for (Set<String> j : clusterList)
            {
                int nij = 0;
                for (String d : j)
                {
                    if (d.startsWith(cat[i]))
                        ++nij;
                }
                if (nij == 0) continue;
                double p = nij / (double) (j.size());
                double r = nij / (double) (ni[i]);
                double f = 2 * p * r / (p + r);
                fi[i] = Math.max(fi[i], f);
            }
        }
        double f = 0;
        for (int i = 0; i < fi.length; i++)
        {
            f += fi[i] * ni[i] / docSize;
        }
        return f;
    }","ѵ��ģ��

@param folderPath �������ϵĸ�Ŀ¼.Ŀ¼�����������½ṹ:<br>
��Ŀ¼<br>
������ ����A<br>
��   ������ 1.txt<br>
��   ������ 2.txt<br>
��   ������ 3.txt<br>
������ ����B<br>
��   ������ 1.txt<br>
��   ������ ...<br>
������ ...<br>
�ļ���һ����Ҫ����������,Ҳ����Ҫ��txt��Ϊ��׺��,��һ����Ҫ���ı��ļ�.
@param algorithm  kmeans �� repeated bisection
@throws IOException �κο��ܵ�IO�쳣",1
Sentence.toWordTagArray,�÷�������ǰ����ľ���ת��Ϊһ�������ʺʹ��Ա�ǩ�Ķ�ά���顣���ȵ���toSimpleWordList������ȡ�ʶ����б���Ȼ���ʼ��һ�������е��ַ�����ά���飬ÿ�еĳ���Ϊ���б��Ĵ�С���������б�����ÿ���ʶ����ֵ�ͱ�ǩ�ֱ��赽����������У����շ��ظö�ά���顣,������ת��Ϊһ�������ʺʹ��Ա�ǩ�Ķ�ά���顣,"public String[][] toWordTagArray()
    {
        List<Word> wordList = toSimpleWordList();
        String[][] pair = new String[2][wordList.size()];
        Iterator<Word> iterator = wordList.iterator();
        for (int i = 0; i < pair[0].length; i++)
        {
            Word word = iterator.next();
            pair[0][i] = word.value;
            pair[1][i] = word.label;
        }
        return pair;
    }","word pos

@return",1
LoggingApplicationListener.initialize,�÷�������ͨ��������Environment������·�������ƫ�ó�ʼ����־ϵͳ�����岽�������Ӧ�û�����ص���־ϵͳ���ԣ���ȡ��־�ļ���Ӧ�õ�ϵͳ���ԣ���ʼ��������־����������־ϵͳ����־�ļ�����������ʼ��������־���𣬲�������Ҫע��رչ��ӡ�,��ʼ����־ϵͳ�����ݻ�������·��������־���á�,"protected void initialize(ConfigurableEnvironment environment,
			ClassLoader classLoader) {
		new LoggingSystemProperties(environment).apply();
		LogFile logFile = LogFile.get(environment);
		if (logFile != null) {
			logFile.applyToSystemProperties();
		}
		initializeEarlyLoggingLevel(environment);
		initializeSystem(environment, this.loggingSystem, logFile);
		initializeFinalLoggingLevels(environment, this.loggingSystem);
		registerShutdownHookIfNecessary(environment, this.loggingSystem);
	}","Initialize the logging system according to preferences expressed through the
{@link Environment} and the classpath.
@param environment the environment
@param classLoader the classloader",1
SpringApplication.load,�÷�����ָ����source���ص�Ӧ�ó����������С����ȼ�������־��Ȼ�󴴽�һ��BeanDefinitionLoaderʵ�����ڼ���Bean���塣���ݿ��õ�beanNameGenerator��resourceLoader��environment������BeanDefinitionLoader����������ú󣬵���loader��load����ʵ�ʼ���bean��,��sources���ص�Ӧ����������,"protected void load(ApplicationContext context, Object[] sources) {
		if (logger.isDebugEnabled()) {
			logger.debug(
					""Loading source "" + StringUtils.arrayToCommaDelimitedString(sources));
		}
		BeanDefinitionLoader loader = createBeanDefinitionLoader(
				getBeanDefinitionRegistry(context), sources);
		if (this.beanNameGenerator != null) {
			loader.setBeanNameGenerator(this.beanNameGenerator);
		}
		if (this.resourceLoader != null) {
			loader.setResourceLoader(this.resourceLoader);
		}
		if (this.environment != null) {
			loader.setEnvironment(this.environment);
		}
		loader.load();
	}","Load beans into the application context.
@param context the context to load beans into
@param sources the sources to load",1
Segment.seg,�÷�����������ַ�������зִʡ����ȼ�������Ƿ�Ϊnull�������Բ�Ϊ�ա������������ΪNormalization�����ã���ͨ������CharTable.normalization�����ַ���һ����������󣬵���segSentence����ִ��ʵ�ʵķִʴ����������ذ����ִʽ����Term�����б���,�ִ��������������ַ����鲢���طִʽ���б���,"public List<Term> seg(char[] text)
    {
        assert text != null;
        if (HanLP.Config.Normalization)
        {
            CharTable.normalization(text);
        }
        return segSentence(text);
    }","�ִ�

@param text ���ִ��ı�
@return �����б�",2
AnnotationConfigServletWebApplicationContext.setBeanNameGenerator,The `setBeanNameGenerator` method in `AnnotationConfigServletWebApplicationContext` is used to set a custom `BeanNameGenerator` for use with the `AnnotatedBeanDefinitionReader` and `ClassPathBeanDefinitionScanner`. The method updates the `beanNameGenerator` in both the reader and scanner components of the application context and registers this generator as a singleton in the bean factory using a constant identifier. This configuration should be set before calling methods `register` and/or `scan` to ensure it takes effect during bean definition registration.,"Set custom `BeanNameGenerator` for reader and scanner, register it in the bean factory.","public void setBeanNameGenerator(BeanNameGenerator beanNameGenerator) {
		this.reader.setBeanNameGenerator(beanNameGenerator);
		this.scanner.setBeanNameGenerator(beanNameGenerator);
		this.getBeanFactory().registerSingleton(
				AnnotationConfigUtils.CONFIGURATION_BEAN_NAME_GENERATOR,
				beanNameGenerator);
	}","Provide a custom {@link BeanNameGenerator} for use with
{@link AnnotatedBeanDefinitionReader} and/or
{@link ClassPathBeanDefinitionScanner}, if any.
<p>
Default is
{@link org.springframework.context.annotation.AnnotationBeanNameGenerator}.
<p>
Any call to this method must occur prior to calls to {@link #register(Class...)}
and/or {@link #scan(String...)}.
@param beanNameGenerator the bean name generator
@see AnnotatedBeanDefinitionReader#setBeanNameGenerator
@see ClassPathBeanDefinitionScanner#setBeanNameGenerator",1
DocumentRoot.getValidDirectory,�÷�������һ�������ĵ���Ŀ¼�������Ŀ¼��Ч������������Ŀ¼�������¼һ�����沢����null���������δӲ�ͬ����Դ��directory��WarFileDocumentRoot��ExplodedWarFileDocumentRoot��CommonDocumentRoot�����Ի�ȡ��ЧĿ¼��ֱ���ҵ�һ����Ч·��Ϊֹ������־���Լ������ã�����¼���ĵ���Ŀ¼������ӡ���ҵ����ĵ���Ŀ¼��,��ȡ��Ч�ĵ�Ŀ¼�����¼���沢����null��,"public final File getValidDirectory() {
		File file = this.directory;
		file = (file != null) ? file : getWarFileDocumentRoot();
		file = (file != null) ? file : getExplodedWarFileDocumentRoot();
		file = (file != null) ? file : getCommonDocumentRoot();
		if (file == null && this.logger.isDebugEnabled()) {
			logNoDocumentRoots();
		}
		else if (this.logger.isDebugEnabled()) {
			this.logger.debug(""Document root: "" + file);
		}
		return file;
	}","Returns the absolute document root when it points to a valid directory, logging a
warning and returning {@code null} otherwise.
@return the valid document root",2
ConfigurationPropertiesReportEndpoint.safeSerialize,"This method safely serializes a given bean into a map using an ObjectMapper. It attempts to convert the provided bean into a map using the convertValue method of ObjectMapper. If the serialization process fails, it catches the exception and returns a map containing an error message specifying the prefix of the bean that could not be serialized. This approach avoids throwing exceptions and provides an error message within the result map instead.","Safely serialize a bean to a map, returning an error map if serialization fails.","@SuppressWarnings(""unchecked"")
	private Map<String, Object> safeSerialize(ObjectMapper mapper, Object bean,
			String prefix) {
		try {
			return new HashMap<>(mapper.convertValue(bean, Map.class));
		}
		catch (Exception ex) {
			return new HashMap<>(Collections.singletonMap(""error"",
					""Cannot serialize '"" + prefix + ""'""));
		}
	}","Cautiously serialize the bean to a map (returning a map with an error message
instead of throwing an exception if there is a problem).
@param mapper the object mapper
@param bean the source bean
@param prefix the prefix
@return the serialized instance",1
JpaProperties.determineDatabase,�÷�������ȷ��Ҫʹ�õ����ݿ⡣���ʵ������'database'�Ѿ����ڣ��򷵻ظ����ݿ�; ���򣬵���'DatabaseLookup.getDatabase'������ȡ����Դ��Ӧ�����ݿ⡣�÷��������ã�����ʹ��JPA�������Զ����Ҫʹ�õ����ݿ⡣,�������ݿ����û�ͨ������Դ��ȡ���ݿ�,"@Deprecated
	public Database determineDatabase(DataSource dataSource) {
		if (this.database != null) {
			return this.database;
		}
		return DatabaseLookup.getDatabase(dataSource);
	}","Determine the {@link Database} to use based on this configuration and the primary
{@link DataSource}.
@param dataSource the auto-configured data source
@return {@code Database}
@deprecated since 2.2.0 in favor of letting the JPA container detect the database
to use.",2
DocVectorModel.nearest,"�÷�������һ���ַ�����ѯ������������ `queryNearest` �����Ի����ò�ѯ�����Ƶ�ǰ 10 ���ĵ�����������Ϊ `List<Map.Entry<Integer, Float>>`������ÿ����Ŀ�����ĵ���Ψһ��ʶ�������ƶȵ÷֡��˷������ڴӴ����ĵ����м�������ϲ�ѯ���ĵ�����ʵ�ָ�Ч����Ϣ���ҡ�",�������ѯ�����Ƶ�10���ĵ�,"public List<Map.Entry<Integer, Float>> nearest(String query)
    {
        return queryNearest(query, 10);
    }","��ѯ�����Ƶ�ǰ10���ĵ�

@param query ��ѯ��䣨����˵һ���ĵ������ݣ�
@return",2
AstUtils.hasAtLeastOneAnnotation,�÷�����������AnnotatedNode�Ƿ����ָ����һ������ע�⡣ͨ�������ڵ������ע�⣬���ṩ��ע���б����м�ģʽƥ�䣬ֻҪ�ҵ�һ��ƥ��ͷ���true�����û��ƥ�䣬����false������ͨ��������ÿ��ע��ڵ��������ʵ��ƥ��ġ�,���ڵ����Ƿ����ָ����ע��,"public static boolean hasAtLeastOneAnnotation(AnnotatedNode node,
			String... annotations) {
		for (AnnotationNode annotationNode : node.getAnnotations()) {
			for (String annotation : annotations) {
				if (PatternMatchUtils.simpleMatch(annotation,
						annotationNode.getClassNode().getName())) {
					return true;
				}
			}
		}
		return false;
	}","Determine if an {@link AnnotatedNode} has one or more of the specified annotations.
N.B. the annotation type names are not normally fully qualified.
@param node the node to examine
@param annotations the annotations to look for
@return {@code true} if at least one of the annotations is found, otherwise
{@code false}",2
RestTemplateBuilder.messageConverters,�˷����������ý���RestTemplate��ʹ�õ�HttpMessageConverters��ͨ���÷��������ת�������滻�κ���ǰ���õ�ת�����������ô˷��������������ṩ��messageConverters�б��滻RestTemplate��Ĭ��ת���������������һ��HttpMessageConverter���飬�ڷ����ڲ�������ʹ��Assert.notNull��֤���벻Ϊ�գ�Ȼ������ת��Ϊ�б������ݸ���һ�����ط������н�һ�����������շ���һ���µ�RestTemplateBuilderʵ����,����RestTemplateʹ�õ�HttpMessageConverters���滻Ĭ��ת������,"public RestTemplateBuilder messageConverters(
			HttpMessageConverter<?>... messageConverters) {
		Assert.notNull(messageConverters, ""MessageConverters must not be null"");
		return messageConverters(Arrays.asList(messageConverters));
	}","Set the {@link HttpMessageConverter HttpMessageConverters} that should be used with
the {@link RestTemplate}. Setting this value will replace any previously configured
converters and any converters configured on the builder will replace RestTemplate's
default converters.
@param messageConverters the converters to set
@return a new builder instance
@see #additionalMessageConverters(HttpMessageConverter...)",2
WebServiceTemplateBuilder.customizers,�÷����������ý�Ӧ����WebServiceTemplate��WebServiceTemplateCustomizerʵ������Щ������������˳���ڹ���������Ӧ��֮��Ӧ�á��˷������ȶ��Դ����customizers���鲻Ϊ�գ�Ȼ����Щ������ת��Ϊһ���б������ݸ���һ�����ص�customizers���������ô�ֵ���滻�κ���ǰ���õĶ�������,����WebServiceTemplate�Ķ��������滻�������á�,"public WebServiceTemplateBuilder customizers(
			WebServiceTemplateCustomizer... customizers) {
		Assert.notNull(customizers, ""Customizers must not be null"");
		return customizers(Arrays.asList(customizers));
	}","Set {@link WebServiceTemplateCustomizer WebServiceTemplateCustomizers} that should
be applied to the {@link WebServiceTemplate}. Customizers are applied in the order
that they were added after builder configuration has been applied. Setting this
value will replace any previously configured customizers.
@param customizers the customizers to set
@return a new builder instance
@see #additionalCustomizers(WebServiceTemplateCustomizer...)",2
SpringApplication.createApplicationContext,�˷������𴴽�SpringӦ�ó����ApplicationContext�������ȼ���Ƿ��Ѿ���ʽ������applicationContextClass�����û�У�����webApplicationTypeѡ����Ӧ��Ĭ��ApplicationContext�ࣨSERVLET��REACTIVE������������ѡ������з���ClassNotFoundException�����׳��쳣����ʾ�û�ָ��applicationContextClass�����ʹ��BeanUtils.instantiateClassʵ����������ApplicationContext����,���������غ��ʵ�ApplicationContextʵ����,"protected ConfigurableApplicationContext createApplicationContext() {
		Class<?> contextClass = this.applicationContextClass;
		if (contextClass == null) {
			try {
				switch (this.webApplicationType) {
				case SERVLET:
					contextClass = Class.forName(DEFAULT_SERVLET_WEB_CONTEXT_CLASS);
					break;
				case REACTIVE:
					contextClass = Class.forName(DEFAULT_REACTIVE_WEB_CONTEXT_CLASS);
					break;
				default:
					contextClass = Class.forName(DEFAULT_CONTEXT_CLASS);
				}
			}
			catch (ClassNotFoundException ex) {
				throw new IllegalStateException(
						""Unable create a default ApplicationContext, ""
								+ ""please specify an ApplicationContextClass"",
						ex);
			}
		}
		return (ConfigurableApplicationContext) BeanUtils.instantiateClass(contextClass);
	}","Strategy method used to create the {@link ApplicationContext}. By default this
method will respect any explicitly set application context or application context
class before falling back to a suitable default.
@return the application context (not yet refreshed)
@see #setApplicationContextClass(Class)",2
CloudFoundryCustomContextPathExample.servletWebServerFactory,�÷���������һ��TomcatServletWebServerFactory bean����д����prepareContext�������˷�����Tomcat��������������һ����ΪStandardContext���������ģ����ṩ�ض���Cloud FoundryӦ�ó����·��"/cloudfoundryapplication"�����������������������ڼ�������Servlet������ʼ�������������������ķ��ʣ�Ȼ�������ӵ�������,����Tomcat�������Զ���������·��Ϊ��/cloudfoundryapplication��,"@Bean
	public TomcatServletWebServerFactory servletWebServerFactory() {
		return new TomcatServletWebServerFactory() {

			@Override
			protected void prepareContext(Host host,
					ServletContextInitializer[] initializers) {
				super.prepareContext(host, initializers);
				StandardContext child = new StandardContext();
				child.addLifecycleListener(new Tomcat.FixContextListener());
				child.setPath(""/cloudfoundryapplication"");
				ServletContainerInitializer initializer = getServletContextInitializer(
						getContextPath());
				child.addServletContainerInitializer(initializer, Collections.emptySet());
				child.setCrossContext(true);
				host.addChild(child);
			}

		};
	}",tag::configuration[],2
LogFile.applyTo,����־�ļ���ϸ��ϢӦ�õ�ָ����Properties���󣬽�·����Ϣд��LOG_PATH��������־�ļ����ַ�����ʾд��LOG_FILE����,Ӧ����־�ļ�ϸ�ڵ�Properties����,"public void applyTo(Properties properties) {
		put(properties, LoggingSystemProperties.LOG_PATH, this.path);
		put(properties, LoggingSystemProperties.LOG_FILE, toString());
	}","Apply log file details to {@code LOG_PATH} and {@code LOG_FILE} map entries.
@param properties the properties to apply to",2
SpringApplication.logStartupProfileInfo,�÷������ڼ�¼SpringӦ�����������л������õĻ�Ծprofile��Ϣ������־������Ϊ��Ϣ����Info��ʱ��������Ӧ�������ĵĻ�Ծprofile���顣���û�����û�Ծprofile�������Ĭ�ϵ�profile������Ϊ��ʹ�á�����趨�˻�Ծprofile�����������Щprofile����Ϣ�������������֪��Ӧ��������ʱʹ������Щ�������á�,��¼Ӧ�ó�������ʱ�Ļ�Ծprofile��Ϣ,"protected void logStartupProfileInfo(ConfigurableApplicationContext context) {
		Log log = getApplicationLog();
		if (log.isInfoEnabled()) {
			String[] activeProfiles = context.getEnvironment().getActiveProfiles();
			if (ObjectUtils.isEmpty(activeProfiles)) {
				String[] defaultProfiles = context.getEnvironment().getDefaultProfiles();
				log.info(""No active profile set, falling back to default profiles: ""
						+ StringUtils.arrayToCommaDelimitedString(defaultProfiles));
			}
			else {
				log.info(""The following profiles are active: ""
						+ StringUtils.arrayToCommaDelimitedString(activeProfiles));
			}
		}
	}","Called to log active profile information.
@param context the application context",1
